ESTU_GENERO,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULACREDITO,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_NUMPERSONASACARGO,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL,FELICIDAD
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Entre 21 y 30 horas,61,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Entre 11 y 20 horas,61,50%
F,Más de 7 millones,No,Estrato 3,Si,Si,Si,Si,No,3 o 4,Menos de 10 horas,47,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,No,Si,Si,No,Si,2,Menos de 10 horas,46,50%
F,Más de 7 millones,Si,Estrato 3,Si,Si,Si,Si,Si,5 o 6,0,44,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,0,Más de 30 horas,35,50%
F,No pagó matrícula,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,35,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,Si,Si,Si,No,Si,3 o 4,Menos de 10 horas,33,50%
F,Más de 7 millones,No,Estrato 3,Si,Si,Si,Si,No,3 o 4,Menos de 10 horas,29,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,Si,2,Más de 30 horas,29,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,3 o 4,0,26,50%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,Si,Si,2,Entre 21 y 30 horas,22,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,Si,2,Más de 30 horas,21,50%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 2,No,Si,Si,Si,No,1,Menos de 10 horas,20,50%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,15,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,Si,No,3 o 4,Entre 11 y 20 horas,13,50%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,205,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,0,193,50%
F,No pagó matrícula,No,Estrato 2,No,No,Si,No,No,3 o 4,0,192,50%
M,Menos de 500 mil,No,Estrato 1,Si,Si,Si,No,No,2,Más de 30 horas,183,50%
F,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,3 o 4,Menos de 10 horas,183,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,5 o 6,Entre 11 y 20 horas,177,50%
M,Más de 7 millones,Si,Estrato 5,Si,Si,Si,No,No,1,Entre 11 y 20 horas,176,50%
M,Más de 7 millones,No,Estrato 3,Si,Si,No,No,No,2,0,170,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,No,No,No,2,0,168,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,0,168,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,2,Más de 30 horas,167,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,167,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,166,50%
F,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,3 o 4,Menos de 10 horas,165,50%
F,No pagó matrícula,No,Estrato 2,Si,Si,No,No,No,1,Más de 30 horas,164,50%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,No,Si,1,Más de 30 horas,163,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,Si,No,2,Más de 30 horas,162,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,3 o 4,Entre 21 y 30 horas,160,50%
F,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,2,Entre 11 y 20 horas,159,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,Si,2,Más de 30 horas,158,50%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,Si,1,Más de 30 horas,156,50%
F,No pagó matrícula,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,152,50%
F,Más de 7 millones,Si,Estrato 3,Si,Si,Si,No,No,0,Entre 11 y 20 horas,151,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,151,50%
M,Menos de 500 mil,No,Estrato 3,Si,Si,Si,No,No,5 o 6,Entre 21 y 30 horas,150,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,2,Más de 30 horas,150,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,149,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,No,2,0,148,50%
F,Más de 7 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Entre 11 y 20 horas,148,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,Si,No,1,Más de 30 horas,144,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,Si,1,Más de 30 horas,144,50%
M,Menos de 500 mil,No,Estrato 2,Si,No,Si,No,No,0,Más de 30 horas,143,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Entre 21 y 30 horas,143,50%
M,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,143,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,0,142,50%
F,No pagó matrícula,No,Estrato 1,Si,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,142,50%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,2,Entre 11 y 20 horas,137,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,Si,3 o 4,Menos de 10 horas,137,50%
F,Menos de 500 mil,No,Estrato 2,Si,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,137,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,2,Entre 21 y 30 horas,136,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,Si,No,1,Más de 30 horas,136,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,136,50%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,Si,No,Si,5 o 6,Entre 11 y 20 horas,136,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,2,Entre 21 y 30 horas,135,50%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Menos de 10 horas,135,50%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,135,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,Si,No,Si,3 o 4,Entre 21 y 30 horas,135,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,135,50%
F,No pagó matrícula,No,Estrato 3,Si,Si,No,No,Si,3 o 4,Más de 30 horas,135,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,133,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 4,Si,Si,Si,Si,No,2,Más de 30 horas,132,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,Si,No,3 o 4,0,132,50%
F,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,131,50%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,No,2,0,130,50%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,No,No,Si,3 o 4,Menos de 10 horas,129,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,127,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,0,127,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,Si,1,Más de 30 horas,127,50%
F,Menos de 500 mil,No,Estrato 2,Si,Si,No,No,No,0,Más de 30 horas,123,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 3,Si,Si,No,No,No,0,Más de 30 horas,122,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,No,Si,Si,Si,3 o 4,Entre 11 y 20 horas,120,50%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,No,Si,No,2,Entre 21 y 30 horas,118,50%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,3 o 4,Menos de 10 horas,118,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,Si,Si,3 o 4,Entre 21 y 30 horas,118,50%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 3,Si,Si,Si,No,No,1,Entre 21 y 30 horas,115,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,0,114,50%
F,Más de 7 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,0,114,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,114,50%
F,No pagó matrícula,No,Estrato 1,Si,Si,No,No,No,3 o 4,Menos de 10 horas,113,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,Si,Si,3 o 4,Entre 21 y 30 horas,113,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 4,Si,Si,Si,Si,No,2,Más de 30 horas,112,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,110,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,Si,No,2,Más de 30 horas,108,50%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 3,Si,Si,Si,Si,No,2,Más de 30 horas,107,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,Si,2,Más de 30 horas,106,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,No,Si,No,Si,3 o 4,0,106,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,No,0,Entre 21 y 30 horas,104,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,No,2,Menos de 10 horas,103,50%
M,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,101,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 4,Si,No,Si,Si,Si,5 o 6,Entre 11 y 20 horas,100,50%
F,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,2,Menos de 10 horas,99,50%
M,Más de 7 millones,No,Estrato 3,Si,Si,Si,No,No,2,Menos de 10 horas,96,50%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 4,Si,Si,Si,Si,No,2,Más de 30 horas,92,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,92,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,1,Más de 30 horas,88,50%
F,Menos de 500 mil,No,Estrato 3,Si,Si,Si,No,No,2,Más de 30 horas,88,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,Si,3 o 4,Más de 30 horas,81,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,Si,2,Entre 21 y 30 horas,73,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,Si,Si,No,No,Si,3 o 4,0,68,50%
M,No pagó matrícula,No,Estrato 2,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,64,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 4,Si,Si,Si,Si,No,3 o 4,Entre 11 y 20 horas,62,50%
F,No pagó matrícula,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,35,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,2,Entre 11 y 20 horas,30,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,Si,No,1,Entre 21 y 30 horas,29,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,2,Entre 11 y 20 horas,26,50%
M,Menos de 500 mil,No,Estrato 2,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,18,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,Si,No,3 o 4,Menos de 10 horas,18,50%
F,No pagó matrícula,No,Estrato 1,Si,Si,No,No,No,3 o 4,0,17,50%
F,No pagó matrícula,No,Estrato 3,Si,Si,No,Si,No,2,Más de 30 horas,5,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,No,2,0,1,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,Si,Si,2,Más de 30 horas,1,50%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,200,50%
F,Más de 7 millones,Si,Estrato 2,Si,Si,Si,No,No,2,0,186,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,185,50%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Menos de 10 horas,179,50%
M,Menos de 500 mil,No,Estrato 2,Si,Si,No,No,No,1,Más de 30 horas,178,50%
F,No pagó matrícula,Si,Estrato 1,Si,Si,No,No,Si,1,Más de 30 horas,175,50%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,No,2,Entre 21 y 30 horas,173,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,171,50%
M,No pagó matrícula,No,Estrato 3,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,170,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,No,Si,No,No,5 o 6,0,170,50%
M,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,168,50%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,No,No,No,5 o 6,0,168,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,No,Si,Si,No,No,3 o 4,0,167,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Entre 11 y 20 horas,163,50%
F,No pagó matrícula,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,161,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,160,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 4,Si,No,Si,No,Si,1,Más de 30 horas,158,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,Si,No,2,Más de 30 horas,155,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 3,Si,No,No,No,Si,1,Más de 30 horas,154,50%
F,Menos de 500 mil,No,Estrato 2,Si,No,No,No,No,3 o 4,0,153,50%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,No,Si,3 o 4,0,153,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,151,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,150,50%
F,No pagó matrícula,No,Estrato 1,Si,Si,No,Si,No,5 o 6,Entre 21 y 30 horas,150,50%
F,No pagó matrícula,No,Estrato 2,No,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,149,50%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,1,Entre 21 y 30 horas,148,50%
F,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,0,Más de 30 horas,146,50%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,1,Más de 30 horas,145,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,No,Si,No,No,3 o 4,Menos de 10 horas,143,50%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,Si,No,2,Entre 21 y 30 horas,143,50%
F,No pagó matrícula,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,142,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Menos de 10 horas,140,50%
M,No pagó matrícula,Si,Estrato 2,No,Si,Si,Si,No,3 o 4,Entre 11 y 20 horas,139,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,138,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,137,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,Si,Si,3 o 4,Más de 30 horas,136,50%
F,Más de 7 millones,No,Estrato 1,Si,Si,Si,No,No,3 o 4,0,135,50%
F,Más de 7 millones,No,Estrato 1,Si,Si,Si,No,No,3 o 4,0,135,50%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 2,No,Si,Si,Si,No,3 o 4,Menos de 10 horas,135,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,Si,3 o 4,Entre 21 y 30 horas,135,50%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,No,Si,No,No,3 o 4,0,132,50%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,132,50%
F,Menos de 500 mil,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,131,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,No,Si,No,No,3 o 4,0,130,50%
F,Más de 7 millones,No,Estrato 3,Si,Si,Si,Si,No,2,Más de 30 horas,130,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,No,No,Si,2,Entre 11 y 20 horas,130,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 4,Si,Si,Si,No,No,3 o 4,Más de 30 horas,128,50%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,128,50%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,No,No,Si,1,Entre 21 y 30 horas,126,50%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,No,Si,1,Más de 30 horas,126,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,0,123,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,0,122,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,3 o 4,Entre 11 y 20 horas,122,50%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,2,Entre 21 y 30 horas,120,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,Si,Si,3 o 4,Más de 30 horas,120,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,2,Más de 30 horas,118,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,No,Si,No,3 o 4,Menos de 10 horas,117,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,116,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,116,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,114,50%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,1,Más de 30 horas,109,50%
M,Más de 7 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,104,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,103,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Menos de 10 horas,93,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,Si,Si,3 o 4,Más de 30 horas,92,50%
M,No pagó matrícula,Si,Estrato 1,Si,Si,Si,No,Si,3 o 4,Entre 21 y 30 horas,84,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,0,82,50%
F,No pagó matrícula,No,Estrato 3,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,79,50%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,73,50%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 1,Si,Si,Si,No,No,1,Entre 11 y 20 horas,71,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,64,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 3,Si,Si,No,Si,No,2,Más de 30 horas,64,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,Si,2,Más de 30 horas,58,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,Si,2,Entre 21 y 30 horas,55,50%
F,Menos de 500 mil,No,Estrato 3,Si,Si,No,No,No,2,Entre 11 y 20 horas,39,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,Si,3 o 4,Entre 21 y 30 horas,35,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,Si,No,2,0,30,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,2,Entre 21 y 30 horas,25,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,Si,Si,3 o 4,Más de 30 horas,19,50%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,No,No,3 o 4,0,15,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,13,50%
F,No pagó matrícula,No,Estrato 2,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,7,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,No,No,3 o 4,0,4,50%
F,No pagó matrícula,No,Estrato 2,Si,Si,No,No,Si,2,Más de 30 horas,1,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 4,Si,Si,Si,No,No,3 o 4,Más de 30 horas,196,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,2,Entre 21 y 30 horas,188,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,Si,No,3 o 4,Más de 30 horas,188,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,183,50%
F,Más de 7 millones,Si,Estrato 1,Si,Si,No,No,No,0,0,182,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,172,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,No,Si,3 o 4,Más de 30 horas,172,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,165,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 4,Si,Si,No,Si,No,1,Más de 30 horas,164,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,160,50%
F,Más de 7 millones,Si,Estrato 3,Si,Si,Si,No,No,1,Entre 11 y 20 horas,159,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,159,50%
M,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,Si,3 o 4,Más de 30 horas,158,50%
F,Menos de 500 mil,Si,Estrato 3,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,158,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,No,No,Si,No,No,3 o 4,0,157,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,157,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,No,No,Si,3 o 4,Más de 30 horas,155,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,154,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,153,50%
F,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,143,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 3,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,143,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Entre 11 y 20 horas,142,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,No,Si,No,No,3 o 4,Menos de 10 horas,141,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,141,50%
M,No pagó matrícula,Si,Estrato 1,Si,Si,No,No,No,0,Entre 21 y 30 horas,140,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,2,Más de 30 horas,139,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,139,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,Si,No,No,5 o 6,Menos de 10 horas,139,50%
